Run,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,sex,Population,Super_Population_Code,Cell_Line,Cell_type,common_name,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,Submitter_Id,disease,CULTURE_COLLECTION,DNA-ID,Population_Description,Super_Population_Description,Family_Id,Broker_name,Coriell_panel,Genotype,relationship,Coriell_plate,HapMap_sample_ID,BIOMATERIAL_PROVIDER,BioSampleModel,Isolate,tissue,AssemblyName,AGE,Collection,ETHNICITY,family_role,Race,tag,Isolation_source,sample_type,well_information,Individual,organism_part,fosmid_library_name,fosmid_library_source,relationship_type,Chinese_Code,local_family_id,type,xenograft
SRR15009691,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321717,NextSeq 550,na12878-icell8-fdu-codexis-r09-c09,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,8624454,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",152,20719880,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009692,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321716,NextSeq 550,na12878-icell8-fdu-codexis-r09-c07,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,18366736,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",152,44561080,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009693,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321715,NextSeq 550,na12878-icell8-fdu-133quickligase-r01-c18,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,30940464,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",152,75279520,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009694,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321714,NextSeq 550,na12878-icell8-fdu-codexis-r09-c05,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,525991,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",152,991040,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009695,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321713,NextSeq 550,na12878-icell8-fdu-codexis-r09-c03,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,5661857,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",152,13485744,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009696,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321712,NextSeq 550,na12878-icell8-fdu-codexis-r09-c01,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,12190683,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",152,29483440,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009697,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321711,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c22,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,26709113,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",152,64851256,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009698,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321710,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c21,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,23400247,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",152,56585648,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009699,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321709,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c20,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,28484316,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",152,68262592,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009700,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321708,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c19,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,26073699,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",152,63340984,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009701,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321707,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c18,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,25633156,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",152,60976776,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009702,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321706,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c17,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,25701831,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",152,62309664,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009703,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321705,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c13,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,24731971,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",152,60239272,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009704,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321704,NextSeq 550,na12878-icell8-fdu-133quickligase-r01-c17,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,27347626,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",152,66608984,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009705,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321703,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c11,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,23777343,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",152,57373312,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009706,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321702,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c09,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,9965107,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",152,23999280,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009707,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321701,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c05,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,18127356,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",152,42970400,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009708,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321700,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c03,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,13872392,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",152,33394552,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009709,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321699,NextSeq 550,na12878-icell8-fdu-67quickligase-r07-c01,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,7559566,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",152,18258088,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009710,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321698,NextSeq 550,na12878-icell8-fdu-67quickligase-r06-c23,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,27846589,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",152,65702304,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009711,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321697,NextSeq 550,na12878-icell8-fdu-67quickligase-r06-c22,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,26125192,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",152,63584944,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009712,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321696,NextSeq 550,na12878-icell8-fdu-67quickligase-r06-c21,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,22945498,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",152,55561016,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009713,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321695,NextSeq 550,na12878-icell8-fdu-67quickligase-r06-c20,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,28081111,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",152,68277336,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009714,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321694,NextSeq 550,na12878-icell8-fdu-67quickligase-r06-c19,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,25989368,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",152,63304200,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009715,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321693,NextSeq 550,na12878-icell8-fdu-133quickligase-r01-c15,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,22318615,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",152,54275248,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009716,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321692,NextSeq 550,na12878-icell8-fdu-67quickligase-r06-c18,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,23795190,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",152,57599640,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009717,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321691,NextSeq 550,na12878-icell8-fdu-67quickligase-r06-c17,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,25138580,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",152,61236392,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009718,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321690,NextSeq 550,na12878-icell8-fdu-67quickligase-r06-c14,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,18537829,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",152,44588440,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009719,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321689,NextSeq 550,na12878-icell8-fdu-67quickligase-r06-c12,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,23222361,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",152,56360080,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009720,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321688,NextSeq 550,na12878-icell8-fdu-67quickligase-r06-c10,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,17754422,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",152,43300240,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009721,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321687,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c23,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,19248019,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",152,45605624,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009722,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321686,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c22,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,19138890,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",152,46635880,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009723,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321685,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c21,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,6736054,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",152,15545040,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009724,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321684,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c20,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,20589416,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",152,50131576,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009725,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321683,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c19,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,17358367,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",152,42347656,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009726,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321682,NextSeq 550,na12878-icell8-fdu-133quickligase-r01-c13,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,23430756,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",152,57233928,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009727,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321681,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c18,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,17679186,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",152,42992744,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009728,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321680,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c17,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,19237445,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",152,46827856,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009729,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321679,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c15,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,16585445,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",152,40462400,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009730,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321678,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c13,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,16413178,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",152,40184696,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009731,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321677,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c11,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,17978709,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",152,43824640,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009732,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321676,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c09,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,7894123,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",152,19094696,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009733,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321675,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c07,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,15193781,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",152,37149864,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009734,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321674,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c05,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,15287644,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",152,37234376,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009735,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321673,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c03,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,12128793,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",152,29507304,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009736,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321672,NextSeq 550,na12878-icell8-fdu-67quickligase-r05-c01,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,14009381,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",152,34251984,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009737,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321671,NextSeq 550,na12878-icell8-fdu-133quickligase-r01-c11,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,26160417,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",152,63656536,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009738,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321670,NextSeq 550,na12878-icell8-fdu-33quickligase-r04-c23,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,17189811,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",152,40709704,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
