Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,Collection,Consent,Coriell_plate,CULTURE_COLLECTION,DATASTORE filetype,DATASTORE provider,DATASTORE region,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),ETHNICITY,Experiment,Family_Id,family_role,HapMap_sample_ID,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,race,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,tag
ERR1429185,WGS,202,356665138,PRJEB14185,SAMN00801888,146357594,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499563,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_28,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429186,WGS,202,178890392,PRJEB14185,SAMN00801888,73800910,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499564,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_31,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429187,WGS,202,420884574,PRJEB14185,SAMN00801888,172520346,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499565,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_34,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429188,WGS,202,392500948,PRJEB14185,SAMN00801888,161829469,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499566,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_39,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429189,WGS,202,348299308,PRJEB14185,SAMN00801888,143329885,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499567,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_41,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429190,WGS,202,238788846,PRJEB14185,SAMN00801888,98410310,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499568,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_43,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429191,WGS,202,255466572,PRJEB14185,SAMN00801888,104898665,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499569,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_44,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429192,WGS,202,234296366,PRJEB14185,SAMN00801888,97496048,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499570,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_45,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429193,WGS,202,317259180,PRJEB14185,SAMN00801888,129741527,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499571,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_46,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429194,WGS,202,300237044,PRJEB14185,SAMN00801888,123544243,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499572,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_47,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429195,WGS,202,372304584,PRJEB14185,SAMN00801888,152108027,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499573,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_50,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429196,WGS,202,343093970,PRJEB14185,SAMN00801888,141777999,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499574,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_53,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429197,WGS,202,213000112,PRJEB14185,SAMN00801888,88606662,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499575,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_56,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429198,WGS,202,386515688,PRJEB14185,SAMN00801888,159311790,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499576,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_58,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429199,WGS,202,367777360,PRJEB14185,SAMN00801888,151081925,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499577,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_60,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429200,WGS,202,571653132,PRJEB14185,SAMN00801888,233984515,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499578,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_62,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429201,WGS,202,328670968,PRJEB14185,SAMN00801888,135424426,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499579,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_63,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429202,WGS,202,393634572,PRJEB14185,SAMN00801888,161497060,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499580,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_64,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429203,WGS,202,535182840,PRJEB14185,SAMN00801888,219600212,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499581,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_65,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429204,WGS,202,91235118,PRJEB14185,SAMN00801888,38170259,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499582,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_66,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429205,WGS,202,407113022,PRJEB14185,SAMN00801888,167750166,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499583,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_68,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429206,WGS,202,296541656,PRJEB14185,SAMN00801888,121853648,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499584,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_69,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429207,WGS,202,313528240,PRJEB14185,SAMN00801888,131385246,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499585,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_72,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429208,WGS,202,565257610,PRJEB14185,SAMN00801888,231937677,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499586,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_73,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429209,WGS,202,418808418,PRJEB14185,SAMN00801888,171305716,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499587,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_74,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429210,WGS,202,194156744,PRJEB14185,SAMN00801888,80543019,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499588,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_75,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429211,WGS,202,510297652,PRJEB14185,SAMN00801888,209735357,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499589,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_77,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429212,WGS,202,426250502,PRJEB14185,SAMN00801888,177488955,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499590,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_79,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429213,WGS,202,421586928,PRJEB14185,SAMN00801888,173730049,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499591,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_81,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429214,WGS,202,568636464,PRJEB14185,SAMN00801888,233023442,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499592,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_83,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429215,WGS,202,527183438,PRJEB14185,SAMN00801888,216999411,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499593,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_84,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429216,WGS,202,457973592,PRJEB14185,SAMN00801888,188791008,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499594,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_85,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429217,WGS,202,448337586,PRJEB14185,SAMN00801888,183638468,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499595,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_87,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429218,WGS,202,542478878,PRJEB14185,SAMN00801888,223028078,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499596,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_89,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429219,WGS,202,318655404,PRJEB14185,SAMN00801888,130967064,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra,contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499597,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_91,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429220,WGS,202,539963978,PRJEB14185,SAMN00801888,221546444,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499598,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_92,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429221,WGS,202,522435226,PRJEB14185,SAMN00801888,215574662,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499599,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_93,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429282,WGS,51,24414006,PRJEB14185,SAMN00801912,10575640,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499660,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140619-I_04,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
